record_id,department,defect_type,corridor_id,severity,days_overdue,asset_age_years,days_since_last_inspection,previous_failure_count,traffic_density_rank,corridor_utilization_pct,maintenance_duration_mins,weather_risk_factor,failure_risk_probability,failure_risk_class,dataset_type
RS-ML-10763,TMS,DRAINAGE_CLEARANCE,NDLS-CNB-07,1,0.0,18.9,350,0,2,65.4,90,0.13,0.2874,MEDIUM,RailSync synthetic prototype training data
RS-ML-10764,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,1,2.8,30.9,5,1,1,59.9,240,0.22,0.2129,LOW,RailSync synthetic prototype training data
RS-ML-10765,SMMS,RELAY_CHATTER,NDLS-CNB-07,3,0.0,17.0,323,1,1,47.4,120,0.14,0.4099,HIGH,RailSync synthetic prototype training data
RS-ML-10766,SMMS,POINT_MACHINE_FAILURE,CNB-MGS-01,3,0.0,31.3,151,5,3,44.0,60,0.92,0.5996,CRITICAL,RailSync synthetic prototype training data
RS-ML-10767,TDMS,ISOLATOR_SWITCH_JAM,CNB-MGS-01,2,9.7,2.6,360,4,3,78.2,30,0.35,0.6064,CRITICAL,RailSync synthetic prototype training data
RS-ML-10768,TMS,FISHPLATE_CRACK,NDLS-HWH-01,1,7.4,21.0,171,5,2,68.9,30,0.36,0.5519,HIGH,RailSync synthetic prototype training data
RS-ML-10769,SMMS,INTERLOCKING_CIRCUIT_FAULT,HWH-MGS-03,5,0.9,10.6,24,0,3,65.2,120,0.75,0.4429,HIGH,RailSync synthetic prototype training data
RS-ML-10770,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,4,4.0,1.5,103,1,1,72.3,30,0.4,0.401,HIGH,RailSync synthetic prototype training data
RS-ML-10771,SMMS,DATA_LOGGER_FAIL,NDLS-CNB-07,1,0.0,4.9,318,7,2,60.1,30,0.26,0.42,HIGH,RailSync synthetic prototype training data
RS-ML-10772,TMS,WELD_FRACTURE,NDLS-CNB-07,4,0.1,28.7,277,1,2,87.5,45,0.1,0.492,HIGH,RailSync synthetic prototype training data
RS-ML-10773,TMS,TURNOUT_WEAR,NDLS-CNB-07,4,0.0,5.4,206,1,1,44.5,90,0.5,0.4335,HIGH,RailSync synthetic prototype training data
RS-ML-10774,SMMS,RELAY_CHATTER,NDLS-CNB-07,2,0.0,11.9,190,3,2,70.8,120,0.34,0.3791,MEDIUM,RailSync synthetic prototype training data
RS-ML-10775,TMS,BALLAST_DEFICIENCY,HWH-MGS-03,2,1.3,8.1,73,3,5,52.3,150,0.7,0.422,HIGH,RailSync synthetic prototype training data
RS-ML-10776,TDMS,OHE_DROPPER_SNAP,NDLS-CNB-07,5,0.0,24.9,235,5,1,55.8,180,0.32,0.6707,CRITICAL,RailSync synthetic prototype training data
RS-ML-10777,TDMS,MAST_EARTHING_LOOSE,HWH-MGS-03,1,0.0,14.8,230,0,2,78.6,30,0.64,0.2418,MEDIUM,RailSync synthetic prototype training data
RS-ML-10778,TMS,FISHPLATE_CRACK,NDLS-HWH-01,4,5.8,28.8,175,5,5,52.7,30,0.36,0.7691,CRITICAL,RailSync synthetic prototype training data
RS-ML-10779,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,3,2.7,21.2,350,0,4,73.5,120,0.2,0.4366,HIGH,RailSync synthetic prototype training data
RS-ML-10780,TMS,LC_FLANGEWAY_CLEAN,NDLS-CNB-07,1,0.0,1.1,352,5,2,85.1,120,0.35,0.4213,HIGH,RailSync synthetic prototype training data
RS-ML-10781,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,3,0.0,30.9,314,0,3,88.9,60,0.45,0.4755,HIGH,RailSync synthetic prototype training data
RS-ML-10782,TMS,WELD_FRACTURE,HWH-MGS-03,3,0.0,14.0,329,3,1,73.9,45,0.3,0.4664,HIGH,RailSync synthetic prototype training data
RS-ML-10783,TMS,RAIL_CORRUGATION,CNB-MGS-01,3,0.6,10.9,256,0,5,78.4,90,0.15,0.4306,HIGH,RailSync synthetic prototype training data
RS-ML-10784,TMS,DRAINAGE_CLEARANCE,HWH-MGS-03,2,1.0,2.1,119,0,3,40.9,150,0.54,0.279,MEDIUM,RailSync synthetic prototype training data
RS-ML-10785,TMS,SEJ_GAP_ABNORMAL,HWH-MGS-03,1,0.0,3.4,107,0,4,44.2,180,0.84,0.22,MEDIUM,RailSync synthetic prototype training data
RS-ML-10786,TMS,FISHPLATE_CRACK,CNB-MGS-01,2,1.2,15.8,336,1,1,49.4,30,0.31,0.3587,MEDIUM,RailSync synthetic prototype training data
RS-ML-10787,TMS,SLEEPER_LOOSENING,CNB-MGS-01,2,9.8,29.8,263,3,4,88.6,30,0.64,0.6913,CRITICAL,RailSync synthetic prototype training data
RS-ML-10788,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,4,3.5,36.4,117,1,4,71.5,45,0.81,0.5564,HIGH,RailSync synthetic prototype training data
RS-ML-10789,SMMS,DATA_LOGGER_FAIL,HWH-MGS-03,2,0.0,7.8,297,0,2,86.7,150,0.26,0.3028,MEDIUM,RailSync synthetic prototype training data
RS-ML-10790,TMS,TRACK_TWIST,NDLS-CNB-07,4,0.0,36.4,212,1,5,44.5,150,0.64,0.5271,HIGH,RailSync synthetic prototype training data
RS-ML-10791,TMS,TURNOUT_WEAR,NDLS-CNB-07,4,3.3,9.7,211,2,3,60.0,45,0.12,0.5309,HIGH,RailSync synthetic prototype training data
RS-ML-10792,TMS,RAIL_CORRUGATION,HWH-MGS-03,3,0.0,29.5,95,4,1,64.5,240,0.72,0.4904,HIGH,RailSync synthetic prototype training data
RS-ML-10793,TMS,LC_FLANGEWAY_CLEAN,NDLS-CNB-07,4,1.5,5.5,274,4,4,80.8,90,0.69,0.6921,CRITICAL,RailSync synthetic prototype training data
RS-ML-10794,TMS,FISHPLATE_CRACK,NDLS-HWH-01,4,3.5,2.2,184,5,4,56.9,240,0.68,0.6907,CRITICAL,RailSync synthetic prototype training data
RS-ML-10795,SMMS,DATA_LOGGER_FAIL,NDLS-HWH-01,1,1.7,0.8,306,1,4,50.3,120,0.9,0.2803,MEDIUM,RailSync synthetic prototype training data
RS-ML-10796,TMS,GAUGE_CORRECTION,HWH-MGS-03,2,1.9,21.7,271,1,3,62.5,60,0.91,0.5043,HIGH,RailSync synthetic prototype training data
RS-ML-10797,TDMS,CATENARY_TENSION_LOW,HWH-MGS-03,2,0.0,22.1,318,0,2,46.9,120,0.49,0.3028,MEDIUM,RailSync synthetic prototype training data
RS-ML-10798,TMS,RAIL_CORRUGATION,CNB-MGS-01,4,3.8,10.2,313,3,2,45.6,60,0.07,0.638,CRITICAL,RailSync synthetic prototype training data
RS-ML-10799,SMMS,SIGNAL_LAMP_FUSED,NDLS-HWH-01,2,3.0,31.3,192,0,4,70.5,240,0.32,0.3315,MEDIUM,RailSync synthetic prototype training data
RS-ML-10800,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,2,0.0,16.7,137,0,3,82.8,45,0.92,0.3496,MEDIUM,RailSync synthetic prototype training data
RS-ML-10801,TMS,TRACK_TWIST,CNB-MGS-01,3,5.3,13.1,235,2,3,92.2,30,0.44,0.5295,HIGH,RailSync synthetic prototype training data
RS-ML-10802,TDMS,ISOLATOR_SWITCH_JAM,CNB-MGS-01,1,0.0,21.4,323,0,2,74.3,90,0.66,0.2524,MEDIUM,RailSync synthetic prototype training data
RS-ML-10803,TDMS,FEEDER_BREAKER_TRIP,CNB-MGS-01,1,4.8,24.3,48,5,1,65.4,240,0.55,0.4061,HIGH,RailSync synthetic prototype training data
RS-ML-10804,TMS,RAIL_CORRUGATION,NDLS-HWH-01,2,0.0,10.4,197,2,3,68.3,60,0.84,0.4498,HIGH,RailSync synthetic prototype training data
RS-ML-10805,SMMS,POWER_SUPPLY_FLUCTUATION,HWH-MGS-03,2,0.0,20.9,154,0,3,64.5,240,0.34,0.2281,MEDIUM,RailSync synthetic prototype training data
RS-ML-10806,SMMS,INTERLOCKING_CIRCUIT_FAULT,NDLS-CNB-07,4,0.0,12.5,61,0,2,85.3,240,0.81,0.4036,HIGH,RailSync synthetic prototype training data
RS-ML-10807,SMMS,POINT_MACHINE_FAILURE,CNB-MGS-01,4,1.1,8.6,212,0,3,64.1,240,0.43,0.4108,HIGH,RailSync synthetic prototype training data
RS-ML-10808,TMS,WELD_FRACTURE,CNB-MGS-01,4,0.0,8.7,328,3,4,52.9,60,0.53,0.598,CRITICAL,RailSync synthetic prototype training data
RS-ML-10809,TDMS,CONTACT_WIRE_WEAR,NDLS-CNB-07,3,0.0,1.2,13,3,3,93.4,45,0.64,0.3891,HIGH,RailSync synthetic prototype training data
RS-ML-10810,SMMS,RELAY_CHATTER,NDLS-CNB-07,4,0.0,31.9,205,4,2,93.3,150,0.42,0.6002,CRITICAL,RailSync synthetic prototype training data
RS-ML-10811,TMS,WELD_FRACTURE,NDLS-HWH-01,4,0.0,30.2,24,0,2,76.9,90,0.08,0.3482,MEDIUM,RailSync synthetic prototype training data
RS-ML-10812,SMMS,CABLE_INSULATION_LOW,HWH-MGS-03,1,0.0,28.3,141,4,5,82.2,180,0.07,0.4198,HIGH,RailSync synthetic prototype training data
RS-ML-10813,TDMS,CANTILEVER_INSULATOR_FLASH,HWH-MGS-03,1,4.8,23.2,162,3,3,56.0,90,0.14,0.3373,MEDIUM,RailSync synthetic prototype training data
RS-ML-10814,TDMS,FEEDER_BREAKER_TRIP,HWH-MGS-03,2,8.3,4.0,211,1,5,69.6,180,0.07,0.4253,HIGH,RailSync synthetic prototype training data
RS-ML-10815,TMS,SEJ_GAP_ABNORMAL,NDLS-HWH-01,2,0.0,22.2,15,1,3,67.9,45,0.63,0.2902,MEDIUM,RailSync synthetic prototype training data
RS-ML-10816,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,1,0.0,6.8,253,1,4,76.1,240,0.52,0.3677,MEDIUM,RailSync synthetic prototype training data
RS-ML-10817,TMS,USFD_MICRO_CRACK,CNB-MGS-01,2,3.2,28.3,80,0,1,55.7,90,0.73,0.2408,MEDIUM,RailSync synthetic prototype training data
RS-ML-10818,TDMS,ISOLATOR_SWITCH_JAM,HWH-MGS-03,2,2.8,25.0,167,1,1,93.9,180,0.68,0.3278,MEDIUM,RailSync synthetic prototype training data
RS-ML-10819,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,1,0.7,16.9,61,0,5,68.5,180,0.41,0.2751,MEDIUM,RailSync synthetic prototype training data
RS-ML-10820,TMS,BALLAST_DEFICIENCY,CNB-MGS-01,3,1.6,33.5,141,1,2,48.3,90,0.77,0.4473,HIGH,RailSync synthetic prototype training data
RS-ML-10821,SMMS,POWER_SUPPLY_FLUCTUATION,HWH-MGS-03,1,2.2,12.9,72,0,3,64.4,60,0.47,0.1897,LOW,RailSync synthetic prototype training data
RS-ML-10822,TDMS,OHE_DROPPER_SNAP,CNB-MGS-01,5,0.0,8.0,51,1,1,76.6,60,0.11,0.3569,MEDIUM,RailSync synthetic prototype training data
RS-ML-10823,TMS,WELD_FRACTURE,NDLS-CNB-07,4,0.0,31.3,221,1,5,84.9,120,0.56,0.5405,HIGH,RailSync synthetic prototype training data
RS-ML-10824,SMMS,SIGNAL_LAMP_FUSED,NDLS-HWH-01,2,0.0,4.4,113,0,1,47.4,180,0.35,0.1874,LOW,RailSync synthetic prototype training data
RS-ML-10825,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,1,0.0,0.6,121,7,5,48.6,60,0.48,0.3841,HIGH,RailSync synthetic prototype training data
RS-ML-10826,TMS,TRACK_TWIST,NDLS-HWH-01,3,0.0,30.8,220,2,5,84.5,90,0.55,0.5393,HIGH,RailSync synthetic prototype training data
RS-ML-10827,SMMS,TRACK_CIRCUIT_DROP,CNB-MGS-01,2,6.3,33.6,112,5,2,89.1,240,0.49,0.5882,CRITICAL,RailSync synthetic prototype training data
RS-ML-10828,TDMS,CANTILEVER_INSULATOR_FLASH,HWH-MGS-03,3,1.5,7.2,190,4,4,52.5,90,0.39,0.5468,HIGH,RailSync synthetic prototype training data
RS-ML-10829,TMS,USFD_MICRO_CRACK,CNB-MGS-01,2,8.7,0.7,161,0,5,93.9,120,0.08,0.491,HIGH,RailSync synthetic prototype training data
RS-ML-10830,TMS,USFD_MICRO_CRACK,HWH-MGS-03,1,0.0,26.6,132,0,5,88.2,240,0.95,0.3015,MEDIUM,RailSync synthetic prototype training data
RS-ML-10831,SMMS,DATA_LOGGER_FAIL,NDLS-HWH-01,1,0.0,1.6,81,2,2,44.8,45,0.1,0.1566,LOW,RailSync synthetic prototype training data
RS-ML-10832,SMMS,POINT_MACHINE_FAILURE,CNB-MGS-01,3,1.4,20.9,102,2,3,92.5,60,0.87,0.4095,HIGH,RailSync synthetic prototype training data
RS-ML-10833,SMMS,CABLE_INSULATION_LOW,HWH-MGS-03,3,0.6,25.6,36,0,3,44.9,240,0.09,0.2297,MEDIUM,RailSync synthetic prototype training data
RS-ML-10834,SMMS,DATA_LOGGER_FAIL,HWH-MGS-03,1,0.4,28.5,4,0,4,73.2,45,0.56,0.1795,LOW,RailSync synthetic prototype training data
RS-ML-10835,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,1,0.9,22.7,13,3,3,66.9,90,0.33,0.3033,MEDIUM,RailSync synthetic prototype training data
RS-ML-10836,SMMS,SIGNAL_LAMP_FUSED,NDLS-CNB-07,2,0.0,14.7,149,0,3,64.2,90,0.3,0.2933,MEDIUM,RailSync synthetic prototype training data
RS-ML-10837,TMS,USFD_MICRO_CRACK,CNB-MGS-01,1,2.1,13.8,189,0,2,42.1,180,0.19,0.2997,MEDIUM,RailSync synthetic prototype training data
RS-ML-10838,SMMS,CABLE_INSULATION_LOW,CNB-MGS-01,3,2.5,26.1,150,0,3,45.3,90,0.28,0.3516,MEDIUM,RailSync synthetic prototype training data
RS-ML-10839,TMS,DRAINAGE_CLEARANCE,NDLS-CNB-07,2,0.0,18.0,168,1,5,92.7,150,0.68,0.4297,HIGH,RailSync synthetic prototype training data
RS-ML-10840,SMMS,POINT_MACHINE_FAILURE,NDLS-CNB-07,4,0.0,13.1,334,4,3,57.9,240,0.54,0.6067,CRITICAL,RailSync synthetic prototype training data
RS-ML-10841,SMMS,EARTH_LEAKAGE,HWH-MGS-03,3,0.0,18.3,127,0,3,68.2,180,0.32,0.2983,MEDIUM,RailSync synthetic prototype training data
RS-ML-10842,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,2,0.0,29.5,298,1,5,49.7,120,0.85,0.4841,HIGH,RailSync synthetic prototype training data
RS-ML-10843,TMS,TURNOUT_WEAR,NDLS-CNB-07,1,0.0,13.0,30,6,2,86.9,240,0.41,0.3531,MEDIUM,RailSync synthetic prototype training data
RS-ML-10844,SMMS,AXLE_COUNTER_RESET,NDLS-CNB-07,3,2.0,11.8,44,0,2,49.0,150,0.05,0.2614,MEDIUM,RailSync synthetic prototype training data
RS-ML-10845,SMMS,CABLE_INSULATION_LOW,NDLS-CNB-07,4,0.4,25.6,240,2,2,58.6,60,0.41,0.5328,HIGH,RailSync synthetic prototype training data
RS-ML-10846,TMS,GAUGE_CORRECTION,HWH-MGS-03,2,3.1,20.5,180,1,2,91.8,60,0.74,0.4007,HIGH,RailSync synthetic prototype training data
RS-ML-10847,TDMS,MAST_EARTHING_LOOSE,NDLS-HWH-01,3,0.0,5.7,99,0,1,59.9,60,0.43,0.2681,MEDIUM,RailSync synthetic prototype training data
RS-ML-10848,TMS,BALLAST_DEFICIENCY,HWH-MGS-03,1,0.0,36.4,218,0,5,88.8,240,0.78,0.3446,MEDIUM,RailSync synthetic prototype training data
RS-ML-10849,SMMS,CABLE_INSULATION_LOW,NDLS-HWH-01,1,2.3,5.3,262,1,4,64.7,30,0.32,0.367,MEDIUM,RailSync synthetic prototype training data
RS-ML-10850,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,3,4.4,30.6,233,1,5,96.8,45,0.76,0.6428,CRITICAL,RailSync synthetic prototype training data
RS-ML-10851,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,1,3.3,13.1,305,0,4,65.4,240,0.3,0.3247,MEDIUM,RailSync synthetic prototype training data
RS-ML-10852,TMS,USFD_MICRO_CRACK,HWH-MGS-03,2,3.9,33.8,354,1,1,71.8,60,0.31,0.3864,HIGH,RailSync synthetic prototype training data
RS-ML-10853,TMS,WELD_FRACTURE,NDLS-HWH-01,4,0.0,1.9,205,0,1,47.4,60,0.62,0.4045,HIGH,RailSync synthetic prototype training data
RS-ML-10854,TMS,GAUGE_CORRECTION,CNB-MGS-01,4,9.4,26.3,127,4,5,73.3,30,0.12,0.7297,CRITICAL,RailSync synthetic prototype training data
RS-ML-10855,TDMS,CANTILEVER_INSULATOR_FLASH,HWH-MGS-03,2,1.9,27.7,175,5,1,50.8,120,0.7,0.4895,HIGH,RailSync synthetic prototype training data
RS-ML-10856,SMMS,INTERLOCKING_CIRCUIT_FAULT,HWH-MGS-03,5,0.0,30.3,295,0,5,71.5,90,0.67,0.6302,CRITICAL,RailSync synthetic prototype training data
RS-ML-10857,TMS,BALLAST_DEFICIENCY,CNB-MGS-01,3,0.0,29.7,144,1,4,93.2,120,0.3,0.4692,HIGH,RailSync synthetic prototype training data
RS-ML-10858,TMS,WELD_FRACTURE,HWH-MGS-03,5,1.3,10.8,239,1,2,53.2,150,0.25,0.5084,HIGH,RailSync synthetic prototype training data
RS-ML-10859,SMMS,POWER_SUPPLY_FLUCTUATION,HWH-MGS-03,3,1.5,12.8,202,1,3,60.3,240,0.19,0.3749,MEDIUM,RailSync synthetic prototype training data
RS-ML-10860,TDMS,FEEDER_BREAKER_TRIP,NDLS-CNB-07,2,0.0,6.9,202,0,5,96.6,240,0.56,0.3477,MEDIUM,RailSync synthetic prototype training data
RS-ML-10861,TDMS,CONTACT_WIRE_WEAR,CNB-MGS-01,2,0.0,12.3,348,1,5,49.8,150,0.56,0.3951,HIGH,RailSync synthetic prototype training data
RS-ML-10862,TMS,WELD_FRACTURE,CNB-MGS-01,4,1.7,18.9,123,1,1,45.7,90,0.24,0.4287,HIGH,RailSync synthetic prototype training data
RS-ML-10863,TDMS,MAST_EARTHING_LOOSE,HWH-MGS-03,2,3.5,8.7,309,0,3,69.4,180,0.25,0.3587,MEDIUM,RailSync synthetic prototype training data
RS-ML-10864,TMS,USFD_MICRO_CRACK,CNB-MGS-01,3,0.0,17.4,93,1,3,84.6,60,0.67,0.4386,HIGH,RailSync synthetic prototype training data
RS-ML-10865,TMS,BALLAST_DEFICIENCY,HWH-MGS-03,1,23.9,1.6,117,0,5,73.4,180,0.9,0.4718,HIGH,RailSync synthetic prototype training data
RS-ML-10866,TMS,SLEEPER_LOOSENING,NDLS-CNB-07,2,0.0,18.2,49,5,5,91.7,180,0.55,0.5597,HIGH,RailSync synthetic prototype training data
RS-ML-10867,TMS,FISHPLATE_CRACK,NDLS-CNB-07,1,0.0,35.6,105,0,1,52.1,240,0.46,0.1379,LOW,RailSync synthetic prototype training data
RS-ML-10868,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-CNB-07,3,6.4,37.0,259,2,2,54.3,45,0.06,0.57,CRITICAL,RailSync synthetic prototype training data
RS-ML-10869,TDMS,FEEDER_BREAKER_TRIP,HWH-MGS-03,1,4.4,16.1,136,4,5,77.9,30,0.44,0.4737,HIGH,RailSync synthetic prototype training data
RS-ML-10870,TDMS,OHE_DROPPER_SNAP,CNB-MGS-01,5,2.5,31.6,23,1,4,65.1,45,0.14,0.5242,HIGH,RailSync synthetic prototype training data
RS-ML-10871,SMMS,INTERLOCKING_CIRCUIT_FAULT,NDLS-CNB-07,4,0.8,25.1,75,4,1,59.3,45,0.46,0.465,HIGH,RailSync synthetic prototype training data
RS-ML-10872,SMMS,SIGNAL_LAMP_FUSED,CNB-MGS-01,2,2.9,26.3,172,3,5,42.1,60,0.18,0.4572,HIGH,RailSync synthetic prototype training data
RS-ML-10873,TMS,FISHPLATE_CRACK,CNB-MGS-01,2,2.0,27.3,293,2,3,49.0,60,0.18,0.4534,HIGH,RailSync synthetic prototype training data
RS-ML-10874,TMS,BALLAST_DEFICIENCY,CNB-MGS-01,3,0.0,1.6,111,1,1,55.2,180,0.48,0.3817,HIGH,RailSync synthetic prototype training data
RS-ML-10875,SMMS,EARTH_LEAKAGE,CNB-MGS-01,2,2.3,14.7,251,2,4,92.5,30,0.65,0.4407,HIGH,RailSync synthetic prototype training data
RS-ML-10876,TMS,SLEEPER_LOOSENING,CNB-MGS-01,1,3.7,6.1,314,3,3,69.2,30,0.81,0.4846,HIGH,RailSync synthetic prototype training data
RS-ML-10877,SMMS,SIGNAL_LAMP_FUSED,NDLS-CNB-07,2,0.0,1.7,323,0,1,55.9,45,0.92,0.2358,MEDIUM,RailSync synthetic prototype training data
RS-ML-10878,TMS,TURNOUT_WEAR,NDLS-CNB-07,1,1.0,30.4,96,2,4,50.4,120,0.55,0.3431,MEDIUM,RailSync synthetic prototype training data
RS-ML-10879,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-CNB-07,2,2.3,2.8,119,0,1,71.4,30,0.34,0.2365,MEDIUM,RailSync synthetic prototype training data
RS-ML-10880,SMMS,SIGNAL_LAMP_FUSED,HWH-MGS-03,1,3.2,3.6,104,0,3,73.3,180,0.83,0.2903,MEDIUM,RailSync synthetic prototype training data
RS-ML-10881,TDMS,CATENARY_TENSION_LOW,HWH-MGS-03,4,0.7,9.9,211,2,5,68.3,120,0.91,0.616,CRITICAL,RailSync synthetic prototype training data
RS-ML-10882,TMS,SEJ_GAP_ABNORMAL,NDLS-CNB-07,2,13.2,25.9,260,0,2,68.5,150,0.85,0.493,HIGH,RailSync synthetic prototype training data
RS-ML-10883,TMS,BALLAST_DEFICIENCY,CNB-MGS-01,1,0.7,32.8,178,2,1,84.6,90,0.33,0.328,MEDIUM,RailSync synthetic prototype training data
RS-ML-10884,TMS,SEJ_GAP_ABNORMAL,HWH-MGS-03,1,1.4,11.8,315,0,2,84.8,60,0.82,0.295,MEDIUM,RailSync synthetic prototype training data
RS-ML-10885,TDMS,FEEDER_BREAKER_TRIP,HWH-MGS-03,3,1.3,10.6,137,1,2,57.9,150,0.8,0.3552,MEDIUM,RailSync synthetic prototype training data
RS-ML-10886,TMS,GAUGE_CORRECTION,HWH-MGS-03,2,12.1,29.1,5,3,3,77.8,60,0.93,0.5544,HIGH,RailSync synthetic prototype training data
RS-ML-10887,SMMS,SIGNAL_LAMP_FUSED,CNB-MGS-01,2,0.0,14.5,167,1,5,72.8,90,0.77,0.382,HIGH,RailSync synthetic prototype training data
RS-ML-10888,SMMS,POWER_SUPPLY_FLUCTUATION,CNB-MGS-01,1,3.1,9.6,169,2,1,85.7,180,0.67,0.3547,MEDIUM,RailSync synthetic prototype training data
RS-ML-10889,TMS,TURNOUT_WEAR,HWH-MGS-03,1,0.0,2.6,178,0,3,46.5,60,0.84,0.212,LOW,RailSync synthetic prototype training data
RS-ML-10890,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,3,0.0,33.3,304,0,1,65.6,150,0.57,0.3976,HIGH,RailSync synthetic prototype training data
RS-ML-10891,SMMS,TRACK_CIRCUIT_DROP,NDLS-HWH-01,1,0.0,29.4,163,5,4,83.7,90,0.22,0.4397,HIGH,RailSync synthetic prototype training data
RS-ML-10892,SMMS,POWER_SUPPLY_FLUCTUATION,CNB-MGS-01,2,0.1,25.9,135,0,1,77.6,180,0.41,0.2449,MEDIUM,RailSync synthetic prototype training data
RS-ML-10893,SMMS,DATA_LOGGER_FAIL,CNB-MGS-01,1,1.4,16.9,19,5,5,68.8,150,0.62,0.4192,HIGH,RailSync synthetic prototype training data
RS-ML-10894,SMMS,EARTH_LEAKAGE,NDLS-HWH-01,4,6.7,29.8,275,0,5,94.0,90,0.73,0.6423,CRITICAL,RailSync synthetic prototype training data
RS-ML-10895,TMS,USFD_MICRO_CRACK,NDLS-CNB-07,3,5.3,3.2,334,1,4,92.0,180,0.57,0.521,HIGH,RailSync synthetic prototype training data
RS-ML-10896,TMS,BALLAST_DEFICIENCY,NDLS-HWH-01,1,0.0,12.6,80,0,3,71.1,90,0.74,0.1888,LOW,RailSync synthetic prototype training data
RS-ML-10897,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,NDLS-CNB-07,5,10.1,8.2,95,0,1,85.6,150,0.91,0.546,HIGH,RailSync synthetic prototype training data
RS-ML-10898,TMS,FISHPLATE_CRACK,NDLS-CNB-07,3,0.0,8.1,86,1,2,85.2,30,0.17,0.3728,MEDIUM,RailSync synthetic prototype training data
RS-ML-10899,TDMS,MAST_EARTHING_LOOSE,NDLS-HWH-01,2,1.8,28.4,109,1,2,85.1,45,0.13,0.2906,MEDIUM,RailSync synthetic prototype training data
RS-ML-10900,TMS,TURNOUT_WEAR,NDLS-HWH-01,1,0.0,8.4,253,2,3,64.3,90,0.94,0.3805,HIGH,RailSync synthetic prototype training data
RS-ML-10901,TMS,TRACK_TWIST,HWH-MGS-03,3,1.5,14.8,218,1,3,88.9,180,0.9,0.4737,HIGH,RailSync synthetic prototype training data
RS-ML-10902,SMMS,SIGNAL_LAMP_FUSED,NDLS-HWH-01,3,4.6,30.9,244,0,3,42.7,90,0.21,0.4672,HIGH,RailSync synthetic prototype training data
RS-ML-10903,TMS,USFD_MICRO_CRACK,NDLS-HWH-01,1,6.1,30.6,341,0,4,50.1,60,0.72,0.3949,HIGH,RailSync synthetic prototype training data
RS-ML-10904,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,CNB-MGS-01,5,0.0,4.6,86,0,4,76.6,120,0.61,0.4626,HIGH,RailSync synthetic prototype training data
RS-ML-10905,TMS,USFD_MICRO_CRACK,NDLS-HWH-01,3,0.0,5.9,211,0,5,82.3,60,0.19,0.4259,HIGH,RailSync synthetic prototype training data
RS-ML-10906,TMS,SLEEPER_LOOSENING,NDLS-HWH-01,2,8.0,3.0,246,1,4,47.9,30,0.33,0.4024,HIGH,RailSync synthetic prototype training data
RS-ML-10907,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,4,6.7,25.6,52,1,2,47.4,60,0.77,0.5074,HIGH,RailSync synthetic prototype training data
RS-ML-10908,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,3,0.0,27.4,147,4,2,54.7,120,0.35,0.5439,HIGH,RailSync synthetic prototype training data
RS-ML-10909,SMMS,EARTH_LEAKAGE,CNB-MGS-01,3,0.0,5.4,219,1,1,83.8,180,0.62,0.3838,HIGH,RailSync synthetic prototype training data
RS-ML-10910,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,NDLS-HWH-01,3,0.0,1.8,124,0,5,68.1,150,0.22,0.3878,HIGH,RailSync synthetic prototype training data
RS-ML-10911,TMS,SLEEPER_LOOSENING,HWH-MGS-03,3,2.5,21.0,63,2,3,59.7,60,0.28,0.3653,MEDIUM,RailSync synthetic prototype training data
RS-ML-10912,TDMS,FEEDER_BREAKER_TRIP,HWH-MGS-03,3,0.0,25.6,178,3,3,65.0,30,0.92,0.5171,HIGH,RailSync synthetic prototype training data
RS-ML-10913,SMMS,INTERLOCKING_CIRCUIT_FAULT,NDLS-HWH-01,4,14.5,11.6,180,0,1,96.5,60,0.41,0.6018,CRITICAL,RailSync synthetic prototype training data
RS-ML-10914,TDMS,ISOLATOR_SWITCH_JAM,NDLS-CNB-07,1,2.6,26.0,11,0,2,72.9,30,0.77,0.1687,LOW,RailSync synthetic prototype training data
RS-ML-10915,TDMS,ISOLATOR_SWITCH_JAM,NDLS-CNB-07,2,0.9,4.3,87,2,2,71.6,180,0.82,0.3345,MEDIUM,RailSync synthetic prototype training data
